adopted,animal_type,sex,intake_condition,intake_type,age_years
1,cat,Neutered,normal,stray,0.2518822724161533
0,dog,Neutered,normal,owner surrender,6.072553045859
0,cat,Female,ill mild,stray,7.98631074606434
1,dog,Spayed,normal,owner surrender,5.002053388090349
0,dog,Male,normal,stray,0.999315537303217
0,cat,Neutered,normal,owner surrender,0.49555099247091033
0,cat,Male,normal,owner surrender,0.49555099247091033
0,cat,Neutered,feral,owner surrender,4.999315537303217
0,dog,Female,normal,owner surrender,0.999315537303217
0,dog,Neutered,normal,owner surrender,3.0006844626967832
0,cat,Male,normal,owner surrender,0.16700889801505817
0,dog,Male,normal,stray,0.999315537303217
0,rabbit,Neutered,normal,stray,1.998631074606434
0,cat,Neutered,under age/weight,stray,0.08487337440109514
1,cat,Neutered,normal,stray,0.16700889801505817
0,cat,Neutered,normal,stray,2.001368925393566
1,cat,Neutered,normal,stray,0.32854209445585214
0,rabbit,Spayed,normal,owner surrender,5.27583846680356
1,dog,Neutered,normal,welfare seized,2.195756331279945
1,cat,Spayed,under age/weight,stray,0.11498973305954825
0,dog,Male,normal,stray,0.9911019849418207
1,cat,Spayed,ill mild,stray,0.2518822724161533
1,dog,Neutered,normal,stray,0.999315537303217
0,cat,Male,ill severe,stray,0.08213552361396304
0,cat,Female,normal,owner surrender,10.001368925393566
0,cat,Spayed,normal,return,1.0075290896646132
0,dog,Neutered,normal,owner surrender,0.999315537303217
0,dog,Neutered,normal,owner surrender,4.837782340862423
0,dog,Neutered,other,return,0.7693360711841205
0,cat,Male,normal,stray,0.4928131416837782
0,cat,Male,normal,stray,0.16700889801505817
0,dog,Neutered,normal,stray,8.7419575633128
1,dog,Neutered,injured mild,stray,4
0,cat,Spayed,fractious,stray,0.2518822724161533
0,cat,Neutered,fractious,stray,0.2518822724161533
0,cat,Unknown,injured severe,stray,0.16700889801505817
1,dog,Neutered,normal,owner surrender,5.103353867214237
1,cat,Neutered,fractious,welfare seized,5.730321697467488
0,cat,Male,ill mild,stray,0.33401779603011633
0,cat,Male,ill mild,stray,0.33401779603011633
1,dog,Neutered,normal,owner surrender,0.4791238877481177
0,dog,Female,normal,stray,3.0006844626967832
0,dog,Neutered,normal,confiscate,4.999315537303217
0,cat,Spayed,normal,other,6.099931553730322
0,dog,Female,normal,stray,1.998631074606434
1,dog,Neutered,normal,stray,3.0006844626967832
0,cat,Male,ill severe,stray,0.16700889801505817
1,dog,Female,normal,stray,3.0006844626967832
0,cat,Female,under age/weight,stray,0.09856262833675565
0,cat,Neutered,normal,owner surrender,3.0006844626967832
0,cat,Neutered,fractious,stray,6.0013689253935665
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Male,normal,stray,0.16700889801505817
0,cat,Spayed,fractious,stray,1.002053388090349
0,cat,Unknown,under age/weight,stray,0.04106776180698152
1,cat,Spayed,other,return,0.3860369609856263
0,cat,Spayed,normal,return,0.3860369609856263
1,dog,Neutered,other,stray,9.998631074606434
0,cat,Female,normal,stray,7.000684462696783
0,cat,Unknown,under age/weight,stray,0.04106776180698152
1,dog,Neutered,normal,stray,2.001368925393566
0,cat,Neutered,normal,stray,4.999315537303217
0,cat,Male,injured severe,stray,5.9986310746064335
0,cat,Female,normal,stray,0.33675564681724846
1,rabbit,Spayed,normal,owner surrender,1.0349075975359343
0,rabbit,Spayed,normal,stray,0.999315537303217
1,dog,Female,normal,stray,4.999315537303217
0,cat,Spayed,normal,stray,0.5776865160848734
1,dog,Neutered,normal,stray,2.088980150581793
0,cat,Spayed,fractious,stray,1.998631074606434
0,cat,Male,normal,owner surrender,1.4099931553730323
0,dog,Male,normal,stray,7.000684462696783
1,cat,Neutered,normal,stray,4
0,dog,Female,ill mild,owner surrender,8.936344969199178
1,dog,Spayed,normal,stray,0.7501711156741958
0,dog,Spayed,normal,welfare seized,9.442847364818617
0,dog,Neutered,normal,owner surrender,9.062286105407255
1,cat,Neutered,normal,stray,0.9911019849418207
0,dog,Male,ill mild,stray,12.999315537303216
0,dog,Female,normal,stray,2.001368925393566
0,cat,Neutered,injured mild,stray,3.0006844626967832
0,dog,Male,normal,stray,2.9979466119096507
1,dog,Spayed,normal,stray,2.9623545516769334
1,dog,Spayed,ill moderate,stray,7.9808350444900755
0,cat,Male,normal,stray,0.24914442162902123
0,dog,Male,normal,stray,0.2518822724161533
0,cat,Neutered,fractious,stray,4.999315537303217
0,rabbit,Neutered,normal,stray,1.002053388090349
0,dog,Male,other,stray,8.999315537303216
0,dog,Spayed,normal,stray,9.149897330595483
1,dog,Female,injured severe,stray,4
0,cat,Spayed,normal,stray,0.999315537303217
0,dog,Neutered,normal,stray,4.999315537303217
0,cat,Male,injured mild,stray,2.001368925393566
0,dog,Male,under age/weight,stray,0.13141683778234087
0,cat,Neutered,injured mild,stray,3.0006844626967832
0,cat,Neutered,normal,stray,8
1,dog,Spayed,normal,stray,0.9965776865160849
0,dog,Female,other,stray,3.0006844626967832
1,rabbit,Neutered,normal,owner surrender,0.999315537303217
0,dog,Neutered,other,stray,9.998631074606434
0,dog,Spayed,normal,stray,6.6036960985626285
0,cat,Unknown,feral,stray,0.33401779603011633
1,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.08213552361396304
1,dog,Spayed,normal,stray,3.0006844626967832
0,dog,Neutered,normal,stray,5.4401095140314855
1,cat,Neutered,normal,stray,0.2518822724161533
0,cat,Female,ill mild,stray,0.999315537303217
1,dog,Spayed,normal,stray,3.0006844626967832
0,cat,Unknown,ill mild,stray,0.16427104722792607
0,cat,Female,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,stray,4
0,cat,Unknown,ill severe,stray,10.001368925393566
0,cat,Unknown,under age/weight,stray,0.038329911019849415
0,cat,Neutered,ill mild,stray,1.998631074606434
0,cat,Female,ill severe,stray,0.999315537303217
0,dog,Neutered,normal,stray,1.5030800821355237
0,dog,Spayed,normal,stray,2.9979466119096507
1,dog,Neutered,normal,stray,0.8295687885010267
1,dog,Male,normal,stray,4.999315537303217
0,dog,Male,normal,stray,4.999315537303217
0,cat,Spayed,under age/weight,stray,0.06297056810403832
0,dog,Male,normal,stray,4.993839835728953
0,dog,Female,ill mild,stray,0.1697467488021903
1,dog,Neutered,normal,stray,0.999315537303217
1,cat,Male,normal,stray,0.16700889801505817
0,dog,Male,injured mild,stray,0.9965776865160849
0,dog,Female,normal,stray,5.738535249828884
0,dog,Female,normal,stray,4
0,dog,Female,normal,stray,8
0,cat,Male,under age/weight,stray,0.038329911019849415
0,cat,Female,under age/weight,stray,0.038329911019849415
0,dog,Female,normal,stray,0.24914442162902123
1,dog,Female,other,owner surrender,5.004791238877481
0,cat,Unknown,injured severe,stray,0.24914442162902123
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Female,under age/weight,stray,0.08487337440109514
0,dog,Male,other,stray,5.9986310746064335
1,cat,Spayed,normal,stray,0.2135523613963039
0,cat,Neutered,under age/weight,stray,0.09582477754962354
0,cat,Neutered,under age/weight,stray,0.09582477754962354
0,cat,Male,under age/weight,stray,0.01642710472279261
0,cat,Female,injured moderate,stray,0.999315537303217
1,dog,Neutered,normal,stray,2.001368925393566
0,dog,Spayed,normal,stray,2.001368925393566
1,dog,Neutered,normal,stray,2.127310061601643
0,dog,Spayed,normal,stray,3.994524298425736
0,dog,Female,other,stray,4.999315537303217
0,cat,Male,normal,stray,0.999315537303217
1,cat,Spayed,under age/weight,stray,0.02737850787132101
1,cat,Neutered,fractious,return,2.1601642710472277
0,cat,Neutered,feral,stray,3.0006844626967832
0,dog,Neutered,normal,stray,12.514715947980836
0,cat,Unknown,under age/weight,stray,0.03559206023271732
0,cat,Neutered,ill severe,stray,5.412731006160164
0,cat,Spayed,normal,stray,2.001368925393566
0,dog,Male,normal,owner surrender,8
1,cat,Spayed,normal,stray,0.5804243668720055
0,cat,Unknown,ill mild,stray,0.08487337440109514
1,cat,Spayed,normal,stray,0.2518822724161533
1,cat,Spayed,normal,stray,0.837782340862423
0,cat,Male,ill moderate,stray,4
0,dog,Neutered,injured severe,stray,11.75359342915811
0,cat,Spayed,normal,stray,0.09582477754962354
1,dog,Neutered,normal,stray,0.919917864476386
0,cat,Unknown,under age/weight,stray,0.04106776180698152
0,cat,Neutered,injured moderate,stray,5.002053388090349
1,dog,Spayed,injured moderate,stray,0.999315537303217
0,dog,Male,injured moderate,stray,0.4188911704312115
1,dog,Neutered,injured moderate,welfare seized,0.6652977412731006
0,dog,Female,normal,stray,6.0013689253935665
0,cat,Male,ill moderate,stray,0.2108145106091718
0,dog,Neutered,other,owner surrender,8.506502395619439
0,dog,Female,other,owner surrender,0.999315537303217
0,rabbit,Neutered,normal,stray,2.9952087611225187
0,cat,Unknown,ill mild,stray,4
1,dog,Neutered,ill severe,stray,0.16700889801505817
1,dog,Spayed,normal,welfare seized,4.276522929500342
1,cat,Neutered,ill moderate,stray,0.12320328542094455
1,dog,Male,injured severe,owner surrender,0.12320328542094455
0,dog,Male,injured severe,stray,0.999315537303217
0,dog,Neutered,normal,stray,4.999315537303217
1,cat,Neutered,normal,stray,0.24914442162902123
0,dog,Neutered,normal,owner surrender,7.3757700205338805
0,cat,Male,other,stray,21.6290212183436
0,cat,Neutered,injured severe,owner surrender,1.5030800821355237
0,dog,Female,normal,owner surrender,0.7501711156741958
0,cat,Female,injured severe,stray,0.16700889801505817
0,dog,Unknown,injured moderate,stray,3.0006844626967832
1,cat,Spayed,normal,stray,0.16700889801505817
0,dog,Male,injured moderate,stray,1.5030800821355237
0,dog,Male,ill severe,owner surrender,1.0047912388774811
0,dog,Male,ill severe,owner surrender,0.08487337440109514
0,cat,Male,ill mild,stray,0.16700889801505817
0,dog,Unknown,injured severe,owner surrender,1.002053388090349
0,cat,Female,injured severe,stray,0.07939767282683094
0,cat,Unknown,under age/weight,stray,0.008213552361396304
0,cat,Unknown,under age/weight,stray,0.008213552361396304
0,cat,Female,under age/weight,stray,0.12594113620807665
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Spayed,fractious,stray,1.998631074606434
0,dog,Male,normal,stray,13.566050650239562
0,cat,Male,under age/weight,stray,0.13141683778234087
0,cat,Male,under age/weight,stray,0
0,cat,Female,under age/weight,stray,0
0,cat,Neutered,injured severe,stray,7.79192334017796
0,dog,Spayed,normal,stray,0.7501711156741958
0,cat,Female,injured moderate,stray,1.998631074606434
0,cat,Male,ill mild,stray,0.12594113620807665
1,cat,Spayed,ill mild,stray,0.12594113620807665
0,cat,Male,ill mild,stray,0.12594113620807665
0,cat,Spayed,ill mild,stray,1.998631074606434
0,dog,Female,normal,stray,4.999315537303217
1,cat,Spayed,normal,stray,0.16700889801505817
1,cat,Female,normal,stray,0.16700889801505817
1,cat,Spayed,under age/weight,stray,0.04106776180698152
0,cat,Spayed,fractious,stray,0.999315537303217
0,cat,Female,injured severe,stray,0.4134154688569473
0,dog,Male,ill moderate,stray,10.001368925393566
0,dog,Male,normal,stray,0.999315537303217
0,cat,Male,normal,stray,0.4188911704312115
0,cat,Male,normal,stray,0.16700889801505817
0,cat,Neutered,normal,stray,3.0006844626967832
1,dog,Neutered,normal,stray,4.999315537303217
0,dog,Spayed,normal,owner surrender,0.944558521560575
0,dog,Female,normal,stray,9.998631074606434
0,cat,Female,injured severe,stray,0.999315537303217
0,cat,Spayed,normal,stray,6.0013689253935665
1,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Spayed,normal,stray,1.002053388090349
0,cat,Spayed,fractious,stray,0.4134154688569473
0,cat,Spayed,feral,stray,0.999315537303217
0,cat,Neutered,normal,stray,0.999315537303217
1,cat,Spayed,normal,owner surrender,5.434633812457221
0,dog,Spayed,normal,owner surrender,2.3846680355920604
0,cat,Neutered,normal,stray,1.002053388090349
0,cat,Male,normal,stray,0.24093086926762491
1,cat,Spayed,fractious,stray,2.001368925393566
1,cat,Spayed,under age/weight,stray,0.08487337440109514
0,dog,Neutered,normal,stray,10.529774127310061
0,dog,Male,normal,stray,0.3750855578370979
0,dog,Male,normal,stray,5.9986310746064335
0,cat,Female,under age/weight,stray,0.03559206023271732
1,cat,Female,under age/weight,stray,0.03559206023271732
1,dog,Neutered,normal,stray,0.33401779603011633
0,rabbit,Neutered,normal,stray,0.999315537303217
1,rabbit,Spayed,normal,stray,0.4134154688569473
0,dog,Male,ill mild,stray,0.12046543463381246
0,cat,Spayed,normal,stray,0.5859000684462696
0,dog,Female,normal,stray,12
0,cat,Female,under age/weight,stray,0.057494866529774126
0,dog,Male,normal,stray,0.16700889801505817
0,dog,Female,normal,stray,0.16700889801505817
0,cat,Female,injured mild,stray,1.998631074606434
0,dog,Female,normal,stray,6.0013689253935665
0,cat,Male,under age/weight,stray,0.12320328542094455
0,cat,Unknown,under age/weight,stray,0.09856262833675565
1,rabbit,Neutered,normal,stray,0.9609856262833676
0,dog,Neutered,normal,stray,0.8295687885010267
1,cat,Male,under age/weight,stray,0.0054757015742642025
1,dog,Neutered,normal,stray,1.998631074606434
0,cat,Spayed,fractious,stray,1.998631074606434
1,dog,Neutered,normal,stray,1.995893223819302
0,cat,Neutered,normal,stray,0.2518822724161533
0,cat,Female,normal,stray,3.0006844626967832
1,dog,Neutered,normal,stray,4.999315537303217
0,dog,Male,normal,stray,1.998631074606434
0,dog,Female,normal,stray,4.999315537303217
0,dog,Spayed,fractious,stray,4.999315537303217
0,cat,Female,ill severe,stray,15.000684462696784
0,dog,Neutered,normal,confiscate,4.999315537303217
0,reptile,Unknown,normal,stray,0.999315537303217
0,dog,Spayed,normal,stray,7.000684462696783
0,cat,Male,ill severe,stray,0.999315537303217
0,cat,Neutered,normal,stray,0.2518822724161533
1,cat,Neutered,normal,stray,0.16700889801505817
0,cat,Male,under age/weight,stray,0.08487337440109514
0,cat,Spayed,under age/weight,stray,0.14236824093086928
1,cat,Female,under age/weight,stray,0.14236824093086928
1,cat,Spayed,normal,owner surrender,0.999315537303217
0,cat,Female,under age/weight,stray,0.03285420944558522
1,cat,Neutered,ill mild,stray,0.16700889801505817
0,cat,Spayed,normal,stray,3.0006844626967832
0,cat,Male,ill severe,stray,0.16700889801505817
0,cat,Female,ill severe,stray,0.16700889801505817
1,cat,Spayed,ill moderate,stray,3.0006844626967832
0,cat,Female,normal,stray,0.999315537303217
0,cat,Male,normal,stray,0.999315537303217
0,dog,Male,normal,stray,2.001368925393566
0,cat,Male,under age/weight,stray,0.12320328542094455
0,cat,Male,under age/weight,stray,0.12320328542094455
0,cat,Spayed,normal,stray,0.5804243668720055
1,dog,Spayed,normal,stray,5.9986310746064335
1,cat,Neutered,other,welfare seized,0.16700889801505817
0,cat,Female,normal,stray,0.16700889801505817
1,dog,Spayed,normal,return,1.5852156057494866
0,cat,Male,under age/weight,stray,0.0054757015742642025
1,dog,Neutered,normal,stray,2.001368925393566
1,cat,Male,normal,owner surrender,10.001368925393566
0,cat,Unknown,injured severe,stray,3.0006844626967832
0,dog,Neutered,normal,stray,2.001368925393566
0,cat,Female,under age/weight,stray,0.019164955509924708
0,cat,Male,normal,stray,0.5037645448323066
0,cat,Male,under age/weight,stray,0.019164955509924708
0,cat,Unknown,injured severe,stray,0.08213552361396304
0,cat,Unknown,under age/weight,stray,0.01642710472279261
0,cat,Neutered,normal,stray,17.338809034907598
0,cat,Female,normal,stray,0.08213552361396304
1,cat,Neutered,under age/weight,stray,0.13141683778234087
0,dog,Spayed,normal,stray,2.001368925393566
0,dog,Male,normal,stray,1.995893223819302
0,cat,Unknown,under age/weight,stray,0
0,cat,Female,under age/weight,stray,0
0,cat,Unknown,under age/weight,stray,0
0,dog,Male,normal,stray,4
1,cat,Spayed,normal,stray,0.16700889801505817
0,dog,Female,normal,stray,3.0006844626967832
1,dog,Neutered,normal,owner surrender,1.4702258726899384
1,cat,Spayed,normal,stray,0.2518822724161533
0,dog,Female,normal,stray,3.572895277207392
0,cat,Male,under age/weight,stray,0.04106776180698152
0,cat,Female,normal,stray,1.998631074606434
1,cat,Neutered,ill moderate,stray,0.06023271731690623
0,dog,Neutered,normal,stray,6.929500342231348
0,dog,Neutered,normal,stray,6.811772758384668
0,dog,Spayed,normal,stray,4.999315537303217
0,dog,Unknown,ill severe,stray,0.12594113620807665
0,dog,Female,ill severe,stray,0.12594113620807665
0,cat,Unknown,under age/weight,stray,0.0027378507871321013
1,cat,Male,normal,stray,0.999315537303217
0,cat,Female,normal,owner surrender,2.001368925393566
1,dog,Female,normal,stray,0.999315537303217
1,dog,Spayed,normal,return,3.025325119780972
1,cat,Neutered,under age/weight,stray,0.11498973305954825
0,cat,Male,under age/weight,stray,0.06570841889117043
0,cat,Unknown,ill severe,stray,8.999315537303216
1,cat,Spayed,normal,stray,0.08213552361396304
1,dog,Neutered,normal,stray,0.33401779603011633
1,cat,Spayed,ill moderate,stray,0.15331964407939766
0,dog,Neutered,normal,stray,0.8350444900752909
1,dog,Neutered,normal,stray,0.4736481861738535
0,cat,Spayed,under age/weight,stray,0.12320328542094455
1,dog,Spayed,normal,stray,3.0006844626967832
0,dog,Female,other,stray,4.996577686516085
1,reptile,Female,normal,stray,3.0006844626967832
0,cat,Male,normal,stray,0.3258042436687201
1,dog,Spayed,normal,other,3.0444900752908968
0,reptile,Unknown,normal,other,0.999315537303217
0,cat,Female,normal,stray,0.24914442162902123
0,reptile,Male,normal,stray,0.6707734428473648
0,dog,Neutered,normal,stray,7.997262149212868
0,cat,Male,normal,welfare seized,3.0006844626967832
0,cat,Unknown,normal,welfare seized,3.0006844626967832
0,dog,Neutered,normal,stray,3.515400410677618
0,dog,Male,injured moderate,owner surrender,0.999315537303217
0,dog,Spayed,normal,stray,3.512662559890486
1,cat,Spayed,normal,stray,0.07665982203969883
1,dog,Neutered,under age/weight,stray,0.4161533196440794
0,cat,Spayed,normal,stray,1.998631074606434
0,cat,Neutered,fractious,owner surrender,1.998631074606434
1,cat,Spayed,under age/weight,stray,0.0054757015742642025
1,cat,Spayed,under age/weight,stray,0.0054757015742642025
0,reptile,Female,normal,other,9.998631074606434
0,cat,Neutered,ill severe,stray,0.09856262833675565
0,cat,Male,ill mild,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.06023271731690623
0,cat,Unknown,under age/weight,stray,0.04106776180698152
0,cat,Male,under age/weight,stray,0.04106776180698152
0,dog,Male,normal,welfare seized,0.9965776865160849
0,rabbit,Neutered,normal,stray,0.9965776865160849
1,dog,Neutered,normal,stray,1.998631074606434
1,cat,Spayed,normal,owner surrender,4.522929500342231
0,cat,Neutered,ill moderate,stray,5.9986310746064335
0,dog,Male,under age/weight,stray,0.16700889801505817
1,cat,Spayed,injured mild,stray,4.999315537303217
1,dog,Neutered,normal,stray,0.999315537303217
1,dog,Spayed,normal,stray,0.49555099247091033
1,cat,Neutered,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Male,under age/weight,stray,0.09856262833675565
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Male,normal,stray,0.16700889801505817
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Female,normal,stray,2.001368925393566
0,dog,Spayed,other,confiscate,8
0,dog,Male,normal,owner surrender,1.4976043805612593
0,cat,Spayed,normal,owner surrender,3.07460643394935
0,cat,Neutered,normal,owner surrender,1.4948665297741273
0,rabbit,Unknown,normal,stray,3.0006844626967832
0,cat,Spayed,normal,stray,0.5804243668720055
0,cat,Female,normal,stray,2.001368925393566
1,dog,Spayed,normal,stray,6.0013689253935665
0,dog,Female,normal,stray,2.001368925393566
0,dog,Neutered,normal,owner surrender,1.998631074606434
0,dog,Neutered,normal,stray,0.7474332648870636
0,dog,Female,normal,stray,0.4188911704312115
1,dog,Neutered,normal,stray,1.002053388090349
0,cat,Male,normal,stray,3.252566735112936
0,dog,Male,normal,stray,1.7932922655715264
0,cat,Unknown,ill severe,stray,0.049281314168377825
0,cat,Female,under age/weight,stray,0.013689253935660506
0,cat,Female,normal,stray,0.1697467488021903
0,cat,Female,normal,stray,0.1697467488021903
0,dog,Male,normal,stray,0.7474332648870636
0,cat,Male,normal,stray,0.2108145106091718
0,cat,Female,normal,stray,0.2108145106091718
1,dog,Spayed,normal,stray,0.999315537303217
0,cat,Male,normal,stray,0.2108145106091718
0,cat,Female,under age/weight,stray,0.08487337440109514
1,cat,Spayed,normal,stray,0.32854209445585214
1,dog,Neutered,normal,stray,1.672826830937714
1,cat,Neutered,normal,owner surrender,11.961670088980151
0,cat,Female,normal,owner surrender,2.8747433264887063
0,cat,Female,under age/weight,stray,0.04106776180698152
0,dog,Neutered,normal,stray,10.001368925393566
0,dog,Male,normal,stray,2.1601642710472277
0,cat,Female,normal,stray,0.999315537303217
0,dog,Spayed,normal,welfare seized,2.0369609856262834
1,dog,Spayed,normal,stray,4.4517453798767965
0,cat,Female,normal,confiscate,0.2518822724161533
0,reptile,Unknown,normal,stray,0.999315537303217
0,dog,Spayed,normal,confiscate,7.000684462696783
0,dog,Spayed,normal,stray,3.0006844626967832
0,dog,Female,normal,stray,1.998631074606434
1,cat,Neutered,under age/weight,stray,0.08487337440109514
0,cat,Female,normal,stray,4
0,dog,Female,normal,stray,0.16700889801505817
1,dog,Neutered,normal,owner surrender,2.5845311430527036
0,cat,Spayed,normal,welfare seized,5.486652977412731
0,cat,Male,under age/weight,stray,0.16700889801505817
0,dog,Spayed,normal,stray,8.999315537303216
1,cat,Spayed,under age/weight,stray,0.08487337440109514
0,dog,Female,injured moderate,stray,7.000684462696783
0,cat,Female,under age/weight,stray,0.12594113620807665
1,cat,Female,normal,stray,0.7775496235455168
0,dog,Female,normal,stray,4
0,cat,Female,injured severe,stray,10.001368925393566
0,cat,Female,under age/weight,stray,0.14236824093086928
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.11498973305954825
0,cat,Spayed,normal,stray,0.37782340862423
0,cat,Female,normal,stray,2.9979466119096507
1,dog,Neutered,normal,owner surrender,2.193018480492813
0,dog,Male,normal,stray,2.7734428473648185
1,dog,Neutered,other,stray,4
0,dog,Male,other,owner surrender,3.02258726899384
0,dog,Male,other,owner surrender,3.02258726899384
0,cat,Female,normal,stray,1.0075290896646132
1,rabbit,Neutered,normal,stray,1.998631074606434
0,cat,Male,injured severe,stray,0.4188911704312115
1,dog,Female,normal,stray,0.2464065708418891
0,cat,Unknown,under age/weight,stray,0
0,cat,Female,normal,stray,0.999315537303217
0,dog,Spayed,other,stray,12
1,dog,Neutered,normal,owner surrender,0.7611225188227242
1,cat,Neutered,under age/weight,stray,0.08213552361396304
1,dog,Neutered,other,stray,0.33401779603011633
0,dog,Neutered,other,stray,0.7419575633127995
0,dog,Female,normal,stray,10.99520876112252
0,cat,Male,under age/weight,stray,0.06023271731690623
0,cat,Male,under age/weight,stray,0.06023271731690623
0,cat,Female,normal,stray,0.2683093771389459
1,cat,Female,normal,owner surrender,1.998631074606434
0,cat,Female,normal,owner surrender,1.998631074606434
0,cat,Spayed,normal,stray,4
0,cat,Neutered,normal,stray,4
0,dog,Male,normal,welfare seized,0.1834360027378508
0,dog,Female,normal,welfare seized,1.995893223819302
1,dog,Spayed,fractious,owner surrender,9.998631074606434
1,dog,Spayed,normal,stray,0.999315537303217
0,cat,Male,normal,stray,0.08487337440109514
0,cat,Female,normal,stray,1.002053388090349
1,dog,Neutered,normal,stray,3.0034223134839153
0,cat,Unknown,under age/weight,stray,0.08487337440109514
1,dog,Spayed,normal,stray,1.998631074606434
0,cat,Neutered,injured moderate,stray,2.9979466119096507
0,cat,Male,normal,stray,0.2518822724161533
0,cat,Male,normal,stray,0.2518822724161533
1,cat,Spayed,under age/weight,stray,0.16700889801505817
1,cat,Neutered,normal,stray,0.2518822724161533
0,dog,Female,normal,stray,1.998631074606434
0,cat,Female,under age/weight,stray,0.16700889801505817
0,dog,Neutered,normal,owner surrender,10.99520876112252
1,cat,Neutered,under age/weight,stray,0.16700889801505817
1,cat,Female,normal,stray,0.16700889801505817
0,cat,Male,under age/weight,stray,0.16700889801505817
0,dog,Neutered,other,stray,2.4941820670773445
0,cat,Spayed,injured moderate,stray,15.000684462696784
0,dog,Neutered,injured severe,stray,8.216290212183436
0,dog,Male,other,owner surrender,2.1656399726214923
1,cat,Male,normal,stray,0.16700889801505817
1,cat,Neutered,normal,stray,0.32854209445585214
0,cat,Male,ill severe,stray,4.999315537303217
1,cat,Neutered,under age/weight,stray,0.08487337440109514
1,cat,Spayed,ill moderate,stray,0.33127994524298426
0,dog,Male,other,stray,0.33401779603011633
0,dog,Neutered,normal,stray,4
1,dog,Neutered,injured moderate,owner surrender,2.9979466119096507
1,cat,Neutered,ill mild,stray,0.16700889801505817
0,cat,Female,ill mild,stray,0.2518822724161533
0,cat,Female,under age/weight,stray,0.06023271731690623
1,cat,Female,under age/weight,stray,0.09582477754962354
0,dog,Spayed,normal,stray,3.0006844626967832
1,dog,Neutered,ill moderate,stray,5.1827515400410675
0,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Neutered,feral,stray,0.34496919917864477
0,cat,Spayed,feral,stray,3.1047227926078027
0,cat,Spayed,feral,stray,0.34496919917864477
0,cat,Female,under age/weight,stray,0.05475701574264202
1,cat,Spayed,normal,stray,1.998631074606434
0,dog,Neutered,other,other,7.2470910335386725
0,dog,Neutered,normal,owner surrender,0.9664613278576317
1,cat,Neutered,normal,owner surrender,0.5831622176591376
0,dog,Male,other,welfare seized,0.999315537303217
1,cat,Neutered,normal,stray,0.16700889801505817
0,dog,Female,normal,stray,7.6358658453114305
0,dog,Neutered,normal,stray,3.0006844626967832
0,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.08213552361396304
0,dog,Male,normal,stray,0.999315537303217
0,dog,Female,ill severe,stray,4.999315537303217
1,dog,Neutered,injured severe,stray,0.999315537303217
0,dog,Male,injured severe,stray,4.999315537303217
0,cat,Spayed,under age/weight,stray,0.10677618069815195
0,dog,Female,normal,stray,2.001368925393566
0,cat,Unknown,injured severe,stray,4
0,cat,Neutered,normal,owner surrender,0.999315537303217
0,dog,Female,injured severe,owner surrender,10.99794661190965
1,cat,Male,under age/weight,stray,0.09582477754962354
1,cat,Neutered,normal,owner surrender,0.6406570841889117
0,rabbit,Neutered,normal,owner surrender,0.243668720054757
0,cat,Neutered,feral,stray,0.30116358658453113
0,cat,Spayed,normal,stray,0.2518822724161533
0,dog,Male,normal,welfare seized,2.8062970568104038
0,cat,Female,normal,owner surrender,2.001368925393566
1,dog,Female,normal,owner surrender,4
0,dog,Male,normal,owner surrender,3.247091033538672
0,dog,Female,normal,stray,2.001368925393566
0,dog,Male,normal,owner surrender,12
0,dog,Male,normal,stray,2.9979466119096507
0,cat,Unknown,injured moderate,stray,3.0006844626967832
1,cat,Neutered,injured mild,stray,2.001368925393566
0,dog,Spayed,under age/weight,welfare seized,0.4188911704312115
0,cat,Female,normal,stray,0.243668720054757
1,dog,Spayed,normal,stray,8
0,cat,Female,normal,stray,0.08213552361396304
1,dog,Spayed,normal,owner surrender,0.837782340862423
0,cat,Female,normal,stray,14.001368925393566
0,cat,Female,normal,owner surrender,0.1943874058863792
0,cat,Neutered,normal,stray,4.999315537303217
0,dog,Female,other,owner surrender,4.503764544832307
1,dog,Neutered,other,stray,12
0,dog,Female,normal,stray,5.9986310746064335
0,dog,Neutered,normal,stray,9.99315537303217
0,dog,Female,normal,stray,0.2518822724161533
0,dog,Female,normal,stray,7.000684462696783
0,cat,Female,under age/weight,stray,0.11772758384668036
0,cat,Female,under age/weight,stray,0.11772758384668036
0,cat,Spayed,feral,stray,2.1601642710472277
1,cat,Spayed,normal,owner surrender,10.001368925393566
0,dog,Female,normal,stray,2.001368925393566
